CATEGORY,CND CODE,LEVEL,BOTTOM LEVEL YES/NO,CATEGORY DESCRIPTION ITALIAN,CND CODE DESCRIPTION ITALIAN,CATEGORY DESCRIPTION,CND CODE DESCRIPTION
G,G03050102,5,NO,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER RECUPERO A CESTELLO IN ENDOSCOPIA DIGESTIVA,GASTROINTESTINAL DEVICES,"DIGESTIVE ENDOSCOPY, RETRIEVAL BASKET DEVICES"
G,G0305010201,6,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER RECUPERO A CESTELLO ROTANTE IN ENDOSCOPIA DIGESTIVA,GASTROINTESTINAL DEVICES,"DIGESTIVE ENDOSCOPY, RETRIEVAL BASKET DEVICES, REVOLVING"
G,G0305010202,6,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER RECUPERO A CESTELLO NON ROTANTE IN ENDOSCOPIA DIGESTIVA,GASTROINTESTINAL DEVICES,"DIGESTIVE ENDOSCOPY, RETRIEVAL BASKET DEVICES, NON-REVOLVING"
G,G03050103,5,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER RECUPERO TRAMITE ASPIRAZIONE IN ENDOSCOPIA DIGESTIVA,GASTROINTESTINAL DEVICES,"DIGESTIVE ENDOSCOPY, DEVICES FOR RECOVERY BY ASPIRATION"
G,G03050199,5,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER RECUPERO IN ENDOSCOPIA DIGESTIVA - ALTRI,GASTROINTESTINAL DEVICES,"DIGESTIVE ENDOSCOPY, RETRIEVAL DEVICES - OTHER"
G,G030502,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI MONOUSO PER LITOTRISSIA,GASTROINTESTINAL DEVICES,LITHOTRIPSY DEVICES
G,G0306,3,NO,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER IL TRATTAMENTO NON CHIRURGICO DELL'OBESITA',GASTROINTESTINAL DEVICES,DEVICES FOR THE NON-SURGICAL THERAPY OF OBESITY
G,G030601,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,SISTEMI A PALLONCINO INTRAGASTRICI,GASTROINTESTINAL DEVICES,INTRAGASTRIC BALLOON SYSTEMS
G,G030602,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER RIMOZIONE DI PALLONCINI INTRAGASTRICI,GASTROINTESTINAL DEVICES,DEVICES FOR REMOVAL OF INTRAGASTRIC BALLOONS
G,G030603,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,SISTEMI DI RIVESTIMENTO INTESTINALE PER RIDUZIONE DELL'ASSORBIMENTO,GASTROINTESTINAL DEVICES,INTESTINAL COATING YSTEMS FOR ABSORPTION REDUCTION 
G,G030604,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER RIMOZIONE DI SISTEMI DI RIVESTIMENTO INTESTINALE,GASTROINTESTINAL DEVICES,DEVICES FOR REMOVAL OF INTESTINAL COATING SYSTEMS
G,G030699,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER IL TRATTAMENTO NON CHIRURGICO DELL'OBESITA' - ALTRI,GASTROINTESTINAL DEVICES,DEVICES FOR THE NON-SURGICAL TREATMENT OF OBESITY - OTHER
G,G0307,3,NO,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI ENDOSCOPICI PER DIAGNOSTICA GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY, DIAGNOSTIC DEVICES"
G,G030701,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI DI DIAGNOSI PER IMMAGINE GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,GASTROINTESTINAL IMAGING DIAGNOSTIC DEVICES
G,G030702,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER IL MONITORAGGIO DEL PH,GASTROINTESTINAL DEVICES,PH MONITORING DEVICES
G,G030703,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,MARCATORI PER LO STUDIO DEL TRANSITO GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,MARKERS FOR EVALUATION OF GASTROINTESTINAL PASSAGE
G,G030704,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,CATETERI NEBULIZZATORI PER COLORAZIONE VITALE DEL COLON,GASTROINTESTINAL DEVICES,COLON DYE SPRAYING CATHETERS 
G,G030799,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI ENDOSCOPICI PER DIAGNOSTICA GASTRO-INTESTINALE - ALTRI,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY, DIAGNOSTIC DEVICES - OTHER"
G,G0308,3,NO,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,STRUMENTARIO MONOUSO PER ENDOSCOPIA ED ECOENDOSCOPIA GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY AND ECHOENDOSCOPY, SINGLE-USE INSTRUMENTS"
G,G030801,4,NO,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,PINZE MONOUSO PER ENDOSCOPIA GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY, FORCEPS, SINGLE-USE"
G,G03080101,5,NO,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,PINZE DA BIOPSIA ENDOSCOPICA GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY, BIOPSY FORCEPS, SINGLE-USE"
G,G0308010101,6,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,PINZE DA BIOPSIA ENDOSCOPICA GASTRO-INTESTINALE A FREDDO,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY, COLD BIOPSY FORCEPS, SINGLE-USE"
G,G0308010102,6,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,PINZE DA BIOPSIA ENDOSCOPICA GASTRO-INTESTINALE A CALDO,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY, HOT BIOPSY FORCEPS, SINGLE-USE"
G,G03080102,5,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,PINZE DA ESTRAZIONE ENDOSCOPICA GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY, EXTRACTION FORCEPS, SINGLE-USE"
G,G03080199,5,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,PINZE MONOUSO PER ENDOSCOPIA GASTRO-INTESTINALE - ALTRE,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY, FORCEPS, SINGLE-USE - OTHER"
G,G030803,4,NO,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,SPAZZOLINI PER ENDOSCOPIA ED ECOENDOSCOPIA GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY AND ECHOENDOSCOPY, BRUSHES"
G,G03080301,5,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,SPAZZOLINI PER CITOLOGIA GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL CYTOLOGY, BRUSHES"
G,G03080399,5,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,SPAZZOLINI PER ENDOSCOPIA ED ECOENDOSCOPIA GASTRO-INTESTINALE - ALTRI,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY AND ECHOENDOSCOPY, BRUSHES - OTHER"
G,G030804,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,BOCCAGLI PER ENDOSCOPIA ED ECOENDOSCOPIA GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,"GASTROINTESTINAL ENDOSCOPY AND ECHOENDOSCOPY, BITE BLOCKS"
G,G030805,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,SISTEMI DI TATUAGGIO ENDOSCOPICO GASTRO-INTESTINALE,GASTROINTESTINAL DEVICES,GASTROINTESTINAL ENDOSCOPIC TATTOOING SYSTEMS
G,G030899,4,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,STRUMENTARIO MONOUSO PER ENDOSCOPIA ED ECOENDOSCOPIA GASTRO-INTESTINALE - ALTRO,GASTROINTESTINAL DEVICES,"INSTRUMENTS FOR GASTRO-INTESTINAL ENDOSCOPY AND ECO-ENDOSCOPY, SINGLE-USE - OTHER"
G,G0380,3,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER ENDOSCOPIA DIGESTIVA - ACCESSORI,GASTROINTESTINAL DEVICES,DIGESTIVE ENDOSCOPY DEVICES - ACCESSORIES
G,G0399,3,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER ENDOSCOPIA DIGESTIVA - ALTRI,GASTROINTESTINAL DEVICES,DIGESTIVE ENDOSCOPY DEVICES - OTHER
G,G04,2,NO,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE A SOMMINISTRAZIONE ORALE,GASTROINTESTINAL DEVICES,ORALLY ADMINISTERED GASTROINTESTINAL DEVICES
G,G0401,3,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI A SOMMINISTRAZIONE ORALE PER LA TERAPIA DEI DISTURBI GASTRO-INTESTINALI,GASTROINTESTINAL DEVICES,ORALLY ADMINISTERED DEVICES FOR THE THERAPY OF GASTRO-INTESTINAL DISORDERS
G,G0402,3,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI A SOMMINISTRAZIONE ORALE PER CONTROLLO DELL'APPETITO E RIDUZIONE DELL'ASSORBIMENTO INTESTINALE,GASTROINTESTINAL DEVICES,ORALLY ADMINISTERED DEVICES FOR APPETITE CONTROL AND REDUCTION OF INTESTINAL ABSORPTION
G,G0499,3,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE A SOMMINISTRAZIONE ORALE - ALTRI,GASTROINTESTINAL DEVICES,ORALLY ADMINISTERED GASTROINTESTINAL DEVICES - OTHER
G,G05,2,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE A SOMMINISTRAZIONE TOPICA ANO-RETTALE,GASTROINTESTINAL DEVICES,TOPICAL ANORECTAL ADMINISTERED GASTRO-INTESTINAL SYSTEM DEVICES
G,G99,2,YES,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE,DISPOSITIVI PER APPARATO GASTRO-INTESTINALE - ALTRI,GASTROINTESTINAL DEVICES,GASTROINTESTINAL DEVICES - OTHER
H,H,1,NO,DISPOSITIVI DA SUTURA,DISPOSITIVI DA SUTURA,SUTURE DEVICES,SUTURE DEVICES
H,H01,2,NO,DISPOSITIVI DA SUTURA,SUTURE CHIRURGICHE,SUTURE DEVICES,SURGICAL SUTURES
H,H0101,3,NO,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI,SUTURE DEVICES,ABSORBABLE SUTURES
H,H010101,4,NO,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI SINTETICHE,SUTURE DEVICES,ABSORBABLE SYNTHETIC SUTURES
H,H01010101,5,NO,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI SINTETICHE MONOFILAMENTO,SUTURE DEVICES,MONOFILAMENT ABSORBABLE SYNTHETIC SUTURES
H,H0101010101,6,NO,DISPOSITIVI DA SUTURA,POLIDIOSSANONE MONOFILAMENTO,SUTURE DEVICES,POLYDIOXANONE MONOFILAMENT
H,H010101010101,7,YES,DISPOSITIVI DA SUTURA,POLIDIOSSANONE MONOFILAMENTO MONTATO PER CHIRURGIA APERTA,SUTURE DEVICES,POLYDIOXANONE MONOFILAMENT WITH NEEDLE FOR OPEN SURGERY
H,H010101010102,7,YES,DISPOSITIVI DA SUTURA,POLIDIOSSANONE MONOFILAMENTO MONTATO PER VIDEOCHIRURGIA,SUTURE DEVICES,MOUNTED POLYDIOXANONE MONOFILAMENT WITH NEEDLE FOR VIDEO SURGERY
H,H010101010103,7,YES,DISPOSITIVI DA SUTURA,POLIDIOSSANONE MONOFILAMENTO LIBERO,SUTURE DEVICES,POLYDIOXANONE MONOFILAMENT WITHOUT NEEDLE
H,H010101010104,7,YES,DISPOSITIVI DA SUTURA,"POLIDIOSSANONE MONOFILAMENTO MONTATO PER TRAZIONE TESSUTALE (""BARBED"")",SUTURE DEVICES,MOUNTED POLYDIOXANONE MONOFILAMENT WITH NEEDLE FOR TISSUE TRACTION (‘BARBED’)
H,H0101010102,6,NO,DISPOSITIVI DA SUTURA,POLIGLICONATO E DERIVATI MONOFILAMENTO,SUTURE DEVICES,POLYGLYCONATE AND MONOFILAMENT DERIVATIVES
H,H010101010201,7,YES,DISPOSITIVI DA SUTURA,POLIGLICONATO E DERIVATI MONOFILAMENTO MONTATI,SUTURE DEVICES,POLYGLYCONATE AND DERIVATIVES MONOFILAMENT WITH NEEDLE
H,H010101010202,7,YES,DISPOSITIVI DA SUTURA,POLIGLICONATO E DERIVATI MONOFILAMENTO LIBERI,SUTURE DEVICES,POLYGLYCONATE AND DERIVATIVES MONOFILAMENT WITHOUT NEEDLE
H,H010101010203,7,YES,DISPOSITIVI DA SUTURA,"POLIGLICONATO E DERIVATI MONOFILAMENTO MONTATI PER TRAZIONE TESSUTALE (""BARBED"")",SUTURE DEVICES,POLYGLYCONATE AND DERIVATIVES MONOFILAMENT WITH NEEDLE FOR TISSUE TRACTION (‘BARBED’)
H,H0101010103,6,NO,DISPOSITIVI DA SUTURA,POLIGLECAPRONE E DERIVATI MONOFILAMENTO,SUTURE DEVICES,POLIGLECAPRONE AND DERIVATIVES MONOFILAMENT
H,H010101010301,7,YES,DISPOSITIVI DA SUTURA,POLIGLECAPRONE E DERIVATI MONOFILAMENTO MONTATI,SUTURE DEVICES,POLIGLECAPRONE AND DERIVATIVES MONOFILAMENT WITH NEEDLE
H,H010101010302,7,YES,DISPOSITIVI DA SUTURA,POLIGLECAPRONE E DERIVATI MONOFILAMENTO LIBERI,SUTURE DEVICES,POLIGLECAPRONE AND DERIVATIVES MONOFILAMENT WITHOUT NEEDLE
H,H010101010303,7,YES,DISPOSITIVI DA SUTURA,"POLIGLECAPRONE E DERIVATI MONOFILAMENTO MONTATI PER TRAZIONE TESSUTALE (""BARBED"")",SUTURE DEVICES,POLIGLECAPRONE AND DERIVATIVES MONOFILAMENT WITH NEEDLE FOR TISSUE TRACTION (‘BARBED’)
H,H0101010199,6,YES,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI SINTETICHE MONOFILAMENTO - ALTRE,SUTURE DEVICES,MONOFILAMENT ABSORBABLE SYNTHETIC SUTURES - OTHER
H,H01010102,5,NO,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI SINTETICHE PLURIFILAMENTO,SUTURE DEVICES,"MULTIFILAMENT SYNTHETIC ABSORBABLE SUTURES"
H,H0101010201,6,NO,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO PLURIFILAMENTO,SUTURE DEVICES,POLYGLYCOLIC ACID MULTIFILAMENT 
H,H010101020101,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO PLURIFILAMENTO MONTATO PER CHIRURGIA APERTA,SUTURE DEVICES,POLYGLYCOLIC ACID MULTIFILAMENT WITH NEEDLE FOR OPEN SURGERY
H,H010101020102,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO PLURIFILAMENTO MONTATO PER VIDEOCHIRURGIA,SUTURE DEVICES,POLYGLYCOLIC ACID MULTIFILAMENT WITH NEEDLE FOR VIDEO SURGERY
H,H010101020103,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO PLURIFILAMENTO LIBERO,SUTURE DEVICES,POLYGLYCOLIC ACID MULTIFILAMENT WITHOUT NEEDLE
H,H0101010202,6,NO,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO PLURIFILAMENTO,SUTURE DEVICES,POLYGLYCOLIC WITH LACTIC ACID MULTIFILAMENT 
H,H010101020201,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO PLURIFILAMENTO MONTATO PER CHIRURGIA APERTA,SUTURE DEVICES,POLYGLYCOLIC WITH LACTIC ACID MULTIFILAMENT WITH NEEDLE FOR OPEN SURGERY
H,H010101020202,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO PLURIFILAMENTO MONTATO PER VIDEOCHIRURGIA,SUTURE DEVICES,POLYGLYCOLIC WITH LACTIC ACID MULTIFILAMENT WITH NEEDLE FOR VIDEO SURGERY
H,H010101020203,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO PLURIFILAMENTO LIBERO,SUTURE DEVICES,POLYGLYCOLIC WITH LACTIC ACID MULTIFILAMENT WITHOUT NEEDLE
H,H0101010299,6,YES,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI SINTETICHE PLURIFILAMENTO - ALTRE,SUTURE DEVICES,SYNTHETIC ABSORBABLE MULTIFILAMENT SUTURES - OTHER
H,H01010103,5,NO,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI SINTETICHE CON ANTIBATTERICO MONOFILAMENTO ,SUTURE DEVICES,SYNTHETIC ABSORBABLE MONOFILAMENT SUTURES WITH ANTIBACTERIAL
H,H0101010301,6,NO,DISPOSITIVI DA SUTURA,POLIDIOSSANONE CON ANTIBATTERICO MONOFILAMENTO ,SUTURE DEVICES,POLYDIOXANONE WITH ANTIBACTERIAL MONOFILAMENT 
H,H010101030101,7,YES,DISPOSITIVI DA SUTURA,POLIDIOSSANONE CON ANTIBATTERICO MONOFILAMENTO MONTATO ,SUTURE DEVICES,POLYDIOXANONE WITH ANTIBACTERIAL MONOFILAMENT WITH NEEDLE
H,H010101030102,7,YES,DISPOSITIVI DA SUTURA,POLIDIOSSANONE CON ANTIBATTERICO MONOFILAMENTO LIBERO ,SUTURE DEVICES,POLYDIOXANONE WITH ANTIBACTERIAL MONOFILAMENT WITHOUT NEEDLE
H,H010101030103,7,YES,DISPOSITIVI DA SUTURA,"POLIDIOSSANONE CON ANTIBATTERICO MONOFILAMENTO MONTATO PER TRAZIONE TESSUTALE (""BARBED"") ",SUTURE DEVICES,POLYDIOXANONE MONOFILAMENT WITH NEEDLE FOR TISSUE TRACTION (‘BARBED’) WITH ANTIBACTERIAL
H,H0101010302,6,NO,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO CON ANTIBATTERICO MONOFILAMENTO,SUTURE DEVICES,POLYGLYCOLIC AND LACTIC ACID WITH ANTIBACTERIAL MONOFILAMENT 
H,H010101030201,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO CON ANTIBATTERICO MONOFILAMENTO MONTATO,SUTURE DEVICES,POLYGLYCOLIC AND LACTIC ACID WITH ANTIBACTERIAL MONOFILAMENT WITH NEEDLE
H,H010101030202,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO CON ANTIBATTERICO MONOFILAMENTO LIBERO,SUTURE DEVICES,POLYGLYCOLIC AND LACTIC ACID WITH ANTIBACTERIAL MONOFILAMENT WITHOUT NEEDLE
H,H010101030203,7,YES,DISPOSITIVI DA SUTURA,"ACIDO POLIGLICOLICO CON ACIDO LATTICO CON ANTIBATTERICO MONOFILAMENTO MONTATI PER TRAZIONE TESSUTALE (""BARBED"")",SUTURE DEVICES,POLYGLYCOLIC AND LACTIC ACID WITH ANTIBACTERIAL MONOFILAMENT WITH NEEDLE FOR TISSUE TRACTION (‘BARBED’) WITH ANTIBACTERIAL
H,H0101010303,6,NO,DISPOSITIVI DA SUTURA,POLIGLECAPRONE E DERIVATI CON ANTIBATTERICO MONOFILAMENTO,SUTURE DEVICES,POLYGECAPRONE AND DERIVATIVES WITH ANTIBACTERIAL MONOFILAMENT
H,H010101030301,7,YES,DISPOSITIVI DA SUTURA,POLIGLECAPRONE E DERIVATI CON ANTIBATTERICO MONOFILAMENTO MONTATO,SUTURE DEVICES,POLYGLECAPRONE AND DERIVATIVES WITH ANTIBACTERIAL MONOFILAMENT WITH NEEDLE
H,H010101030302,7,YES,DISPOSITIVI DA SUTURA,POLIGLECAPRONE E DERIVATI CON ANTIBATTERICO MONOFILAMENTO LIBERO,SUTURE DEVICES,POLIGLECAPRONE AND DERIVATIVES WITH ANTIBACTERIAL MONOFILAMENT WITHOUT NEEDLE
H,H010101030303,7,YES,DISPOSITIVI DA SUTURA,"POLIGLECAPRONE E DERIVATI CON ANTIBATTERICO MONOFILAMENTO MONTATI PER TRAZIONE TESSUTALE (""BARBED"")",SUTURE DEVICES,"POLYGLYCAPRONE AND DERIVATIVES WITH ANTIBACTERIAL MONOFILAMENT WITH NEEDLE FOR TISSUE TRACTION (""BARBED"")"
H,H0101010399,6,YES,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI SINTETICHE CON ANTIBATTERICO MONOFILAMENTO  - ALTRE,SUTURE DEVICES,SYNTHETIC RESORBABLE SUTURES WITH ANTIBACTERIAL MONOFILAMENT - OTHER
H,H01010104,5,NO,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI SINTETICHE CON ANTIBATTERICO PLURIFILAMENTO ,SUTURE DEVICES,SYNTHETIC RESORBABLE SUTURES WITH ANTIBACTERIAL MULTIFILAMENT 
H,H0101010401,6,NO,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ANTIBATTERICO PLURIFILAMENTO ,SUTURE DEVICES,POLYGLYCOLIC ACID WITH ANTIBACTERIAL MULTIFILAMENT 
H,H010101040101,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ANTIBATTERICO PLURIFILAMENTO MONTATO ,SUTURE DEVICES,POLYGLYCOLIC ACID WITH ANTIBACTERIAL MULTIFILAMENT WITH NEEDLE
H,H010101040102,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ANTIBATTERICO PLURIFILAMENTO LIBERO ,SUTURE DEVICES,POLYGLYCOLIC ACID WITH ANTIBACTERIAL MULTIFILAMENT WITHOUT NEEDLE
H,H0101010402,6,NO,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO CON ANTIBATTERICO PLURIFILAMENTO ,SUTURE DEVICES,POLYGLYCOLIC ACID WITH ANTIBACTERIAL MULTIFILAMENT WITH NEEDLE
H,H010101040201,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO CON ANTIBATTERICO PLURIFILAMENTO MONTATO ,SUTURE DEVICES,POLYGLYCOLIC ACID WITH LACTIC ACID WITH ANTIBACTERIAL MULTIFILAMENT WITH NEEDLE
H,H010101040202,7,YES,DISPOSITIVI DA SUTURA,ACIDO POLIGLICOLICO CON ACIDO LATTICO CON ANTIBATTERICO PLURIFILAMENTO LIBERO ,SUTURE DEVICES,POLYGLYCOLIC AND LACTIC ACID WITH ANTIBACTERIAL MULTIFILAMENT WITHOUT NEEDLE
H,H0101010499,6,YES,DISPOSITIVI DA SUTURA,SUTURE RIASSORBIBILI SINTETICHE CON ANTIBATTERICO PLURIFILAMENTO  - ALTRE,SUTURE DEVICES,SYNTHETIC RESORBABLE SUTURES WITH ANTIBACTERIAL MULTIFILAMENT - OTHER
H,H0102,3,NO,DISPOSITIVI DA SUTURA,SUTURE NON RIASSORBIBILI,SUTURE DEVICES,NON-ABSORBABLE SUTURES
H,H010201,4,NO,DISPOSITIVI DA SUTURA,SUTURE NON RIASSORBIBILI SINTETICHE,SUTURE DEVICES,NON-ABSORBABLE SYNTHETIC SUTURES
H,H01020101,5,NO,DISPOSITIVI DA SUTURA,SUTURE NON RIASSORBIBILI SINTETICHE MONOFILAMENTO,SUTURE DEVICES,MONOFILAMENT NON-ABSORBABLE SYNTHETIC SUTURES
H,H0102010101,6,NO,DISPOSITIVI DA SUTURA,POLIAMMIDE MONOFILAMENTO,SUTURE DEVICES,POLYAMIDE MONOFILAMENT 
H,H010201010101,7,YES,DISPOSITIVI DA SUTURA,POLIAMMIDE MONOFILAMENTO MONTATO,SUTURE DEVICES,POLYAMIDE MONOFILAMENT WITH NEEDLE
H,H010201010102,7,YES,DISPOSITIVI DA SUTURA,POLIAMMIDE MONOFILAMENTO LIBERO,SUTURE DEVICES,POLYAMIDE MONOFILAMENT WITHOUT NEEDLE
H,H010201010103,7,YES,DISPOSITIVI DA SUTURA,"POLIAMMIDE MONOFILAMENTO MONTATO PER TRAZIONE TESSUTALE (""BARBED"")",SUTURE DEVICES,"POLYAMIDE MONOFILAMENT WITH NEEDLE FOR TISSUE TRACTION (""BARBED"")"
H,H0102010102,6,NO,DISPOSITIVI DA SUTURA,POLIESTERE E DERIVATI MONOFILAMENTO,SUTURE DEVICES,POLYESTER AND DERIVATIVES MONOFILAMENT
H,H010201010201,7,YES,DISPOSITIVI DA SUTURA,POLIESTERE E DERIVATI MONOFILAMENTO MONTATI,SUTURE DEVICES,POLYESTER AND DERIVATIVES MONOFILAMENT WITH NEEDLE
H,H010201010202,7,YES,DISPOSITIVI DA SUTURA,POLIESTERE E DERIVATI MONOFILAMENTO LIBERO,SUTURE DEVICES,POLYESTER AND DERIVATIVES MONOFILAMENT WITHOUT NEEDLE
H,H010201010203,7,YES,DISPOSITIVI DA SUTURA,"POLIESTERE E DERIVATI MONOFILAMENTO MONTATI PER TRAZIONE TESSUTALE (""BARBED"")",SUTURE DEVICES,"POLYESTER AND DERIVATIVES MONOFILAMENT WITH NEEDLE FOR TISSUE TRACTION (""BARBED"")"
H,H0102010103,6,NO,DISPOSITIVI DA SUTURA,POLIETEREPOLIURETANICO MONOFILAMENTO,SUTURE DEVICES,POLYETHERPOLYURETHANE MONOFILAMENT
H,H010201010301,7,YES,DISPOSITIVI DA SUTURA,POLIETEREPOLIURETANICO MONOFILAMENTO MONTATO,SUTURE DEVICES,POLYETHERPOLYURETHANE MONOFILAMENT WITH NEEDLE
H,H010201010302,7,YES,DISPOSITIVI DA SUTURA,POLIETEREPOLIURETANICO MONOFILAMENTO LIBERO,SUTURE DEVICES,POLYETHERPOLYURETHANE MONOFILAMENT WITHOUT NEEDLE
H,H0102010104,6,NO,DISPOSITIVI DA SUTURA,POLIPROPILENE MONOFILAMENTO,SUTURE DEVICES,POLYPROPYLENE MONOFILAMENT
H,H010201010401,7,YES,DISPOSITIVI DA SUTURA,POLIPROPILENE MONOFILAMENTO MONTATO PER CHIRURGIA APERTA,SUTURE DEVICES,POLYPROPYLENE MONOFILAMENT WITH NEEDLE FOR OPEN SURGERY
H,H010201010402,7,YES,DISPOSITIVI DA SUTURA,POLIPROPILENE MONOFILAMENTO MONTATO PER VIDEOCHIRURGIA,SUTURE DEVICES,POLYPROPYLENE MONOFILAMENT WITH NEEDLE FOR VIDEO SURGERY
